,Crime_ID,Date,Crime_Type,Victim_ID,Suspect_ID,Status,Lead_Officer_ID,Region,City,Case_ID
13062,CR13062,24/07/2015,infiltration of legitimate businesses,P00797570,Cam0003510,On-going,CPA674625509,Campania,Caserta,N/A
13063,CR13063,17/06/2020,drug trafficking,P00390750,Cam0005576,On-going,CPA783826009,Campania,Caserta,CA1054
13064,CR13064,06/12/2015,murder,P00545508,Cos0003313,On-going,SCY351194575,Sicily,Catania,N/A
13065,CR13065,07/04/2007,gambling,P00153013,Cam0002469,Solved,CPA253777068,Campania,Benevento,CA1671
13066,CR13066,05/02/2021,drug trafficking,P00707896,Ndr0000632,Solved,CLA434784296,Calabria,Reggio Calabria,CA450
13067,CR13067,19/12/2011,prostitution,P00765590,Sac0001641,Solved,PGA493853493,Puglia,Lecce,CA166
13068,CR13068,06/06/2009,loan sharking,P00117953,Cos0002462,Solved,SCY187192309,Sicily,Catania,CA1981
13069,CR13069,30/10/2000,murder,P00441985,Cos0004010,Solved,SCY873349170,Sicily,Palermo,N/A
13070,CR13070,02/02/2003,prostitution,P00565977,Cos0003880,Solved,SCY327071552,Sicily,Gela,N/A
13071,CR13071,11/04/2016,loan sharking,P00051166,Cos0002919,Solved,SCY619388177,Sicily,Marsala,N/A
13072,CR13072,03/09/2007,drug trafficking,P00753178,Ndr0001893,Solved,CLA584559454,Calabria,Acri,N/A
13073,CR13073,26/07/2006,loan sharking,P00916914,Cam0004795,Solved,CPA990504581,Campania,Benevento,N/A
13074,CR13074,21/06/2011,gambling,P00729109,Cam0004928,Solved,CPA296304888,Campania,Benevento,N/A
13075,CR13075,29/01/2000,tax-fraud schemes,P00430430,Cos0003192,On-going,SCY861527803,Sicily,Vittoria,CA1852
13076,CR13076,20/04/2009,tax-fraud schemes,P00094806,Ndr0002172,On-going,CLA610851108,Calabria,Corigliano-Rossano,N/A
13077,CR13077,09/07/2009,corruption of public officials,P00399536,Ndr0001826,On-going,CLA912517058,Calabria,Rende,N/A
13078,CR13078,21/07/2016,murder,P00165915,Ndr0002672,On-going,CLA174182791,Calabria,Cosenza,CA1889
13079,CR13079,05/02/2001,drug trafficking,P00906138,Cos0000749,On-going,SCY779969998,Sicily,Gela,CA1956
13080,CR13080,29/11/2002,gambling,P00699904,Ndr0004829,On-going,CLA48863763,Calabria,Cosenza,CA1455
13081,CR13081,06/09/2013,prostitution,P00311838,Cam0003881,Solved,CPA831777396,Campania,Salerno,N/A
13082,CR13082,28/01/2015,loan sharking,P00329426,Sac0001201,Solved,PGA858402975,Puglia,Andria,N/A
13083,CR13083,30/04/2016,labor racketeering,P00855097,Cam0004610,Solved,CPA293687809,Campania,Salerno,N/A
13084,CR13084,07/09/2020,prostitution,P00980033,Ndr0003792,On-going,CLA114265979,Calabria,Montalto Uffugo,CA52
13085,CR13085,18/09/2020,prostitution,P00104902,Cam0002092,On-going,CPA265951923,Campania,Salerno,N/A
13086,CR13086,14/08/2007,loan sharking,P00355965,Sac0000989,On-going,PGA381794570,Puglia,Lecce,N/A
13087,CR13087,06/03/2003,murder,P00673117,Cam0005697,On-going,CPA949240108,Campania,Avellino,N/A
13088,CR13088,13/08/2006,drug trafficking,P00829303,Ndr0003480,On-going,CLA589119154,Calabria,Vibo Valentia,N/A
13089,CR13089,13/07/2011,labor racketeering,P00172802,Cam0001590,Solved,CPA682724990,Campania,Naples,N/A
13090,CR13090,31/05/2020,corruption of public officials,P00371883,Cos0004631,On-going,SCY232336722,Sicily,Palermo,N/A
13091,CR13091,04/05/2003,loan sharking,P00049509,Cos0004615,On-going,SCY49957496,Sicily,Messina,N/A
13092,CR13092,12/08/2001,loan sharking,P00625993,Ndr0003901,On-going,CLA252916609,Calabria,Vibo Valentia,N/A
13093,CR13093,21/02/2006,corruption of public officials,P00510371,Cam0003368,On-going,CPA26562501,Campania,Avellino,N/A
13094,CR13094,21/04/2020,corruption of public officials,P00244488,Cos0001259,Solved,SCY78254581,Sicily,Caltanissetta,N/A
13095,CR13095,19/12/2016,gambling,P00815296,Cam0005123,On-going,CPA718751195,Campania,Naples,N/A
13096,CR13096,21/06/2020,loan sharking,P00397752,Ndr0003418,On-going,CLA468378108,Calabria,Vibo Valentia,N/A
13097,CR13097,04/07/2007,murder,P00168342,Ndr0001805,On-going,CLA762617452,Calabria,Montalto Uffugo,N/A
13098,CR13098,17/02/2014,gambling,P00979389,Ndr0001808,On-going,CLA980440227,Calabria,Castrovillari,N/A
13099,CR13099,08/05/2009,loan sharking,P00098302,Cam0003172,On-going,CPA731173108,Campania,Avellino,N/A
13100,CR13100,04/04/2012,gambling,P00186848,Ndr0001494,Solved,CLA720796395,Calabria,Vibo Valentia,N/A
13101,CR13101,29/12/2017,infiltration of legitimate businesses,P00909907,Sac0000170,On-going,PGA927022661,Puglia,Andria,N/A
13102,CR13102,21/08/2016,murder,P00818770,Cos0002799,Solved,SCY46784251,Sicily,Trapani,N/A
13103,CR13103,14/07/2002,tax-fraud schemes,P00589140,Cam0001959,Solved,CPA371474891,Campania,Salerno,CA904
13104,CR13104,24/04/2007,infiltration of legitimate businesses,P00726313,Ndr0002847,On-going,CLA834353018,Calabria,Catanzaro,N/A
13105,CR13105,06/08/2019,labor racketeering,P00614171,Cos0002320,On-going,SCY27052210,Sicily,Palermo,CA115
13106,CR13106,15/11/2004,drug trafficking,P00778116,Ndr0001491,On-going,CLA137646957,Calabria,Corigliano-Rossano,CA1239
13107,CR13107,21/10/2015,gambling,P00508961,Ndr0003810,On-going,CLA11630971,Calabria,Crotone,CA585
13108,CR13108,15/06/2000,extortion,P00247557,Ndr0000365,Solved,CLA517812758,Calabria,Acri,N/A
13109,CR13109,20/03/2019,murder,P00563077,Sac0000605,On-going,PGA927649973,Puglia,Lecce,CA1046
13110,CR13110,19/07/2019,labor racketeering,P00477218,Ndr0004015,Solved,CLA859345787,Calabria,Acri,N/A
13111,CR13111,15/06/2019,loan sharking,P00145165,Ndr0002196,On-going,CLA236749994,Calabria,Reggio Calabria,N/A
13112,CR13112,15/10/2021,gambling,P00977911,Cos0002906,Solved,SCY35662635,Sicily,Vittoria,N/A
13113,CR13113,31/03/2007,murder,P00313825,Sac0000953,On-going,PGA611437158,Puglia,Foggia,N/A
13114,CR13114,07/08/2005,prostitution,P00254899,Sac0001213,On-going,PGA9926735,Puglia,Foggia,CA994
13115,CR13115,12/12/2006,loan sharking,P00144873,Cos0004435,Solved,SCY581181764,Sicily,Caltanissetta,N/A
13116,CR13116,20/04/2013,gambling,P00197884,Cos0001903,Solved,SCY75672217,Sicily,Messina,N/A
13117,CR13117,26/09/2007,loan sharking,P00495921,Cos0004521,On-going,SCY781715971,Sicily,Gela,N/A
13118,CR13118,18/01/2008,gambling,P00895617,Sac0000412,On-going,PGA79639936,Puglia,Foggia,CA6
13119,CR13119,06/12/2016,murder,P00407110,Cos0003383,Solved,SCY53140573,Sicily,Gela,CA1405
13120,CR13120,16/12/2021,infiltration of legitimate businesses,P00172132,Ndr0001442,On-going,CLA851529334,Calabria,Montalto Uffugo,CA575
13121,CR13121,07/12/2005,murder,P00628229,Cam0003774,Solved,CPA749772549,Campania,Caserta,N/A
13122,CR13122,25/04/2004,prostitution,P00538234,Ndr0004035,Solved,CLA84147372,Calabria,Acri,N/A
13123,CR13123,19/07/2012,loan sharking,P00746911,Cam0000937,Solved,CPA729193001,Campania,Benevento,N/A
13124,CR13124,06/05/2019,corruption of public officials,P00093667,Ndr0002570,Solved,CLA92861942,Calabria,Reggio Calabria,N/A
13125,CR13125,10/01/2002,murder,P00104501,Cam0002145,Solved,CPA303563059,Campania,Salerno,N/A
13126,CR13126,17/02/2018,infiltration of legitimate businesses,P00777877,Ndr0002517,Solved,CLA717907331,Calabria,Crotone,N/A
13127,CR13127,19/05/2011,extortion,P00400769,Cam0005622,On-going,CPA905719198,Campania,Salerno,N/A
13128,CR13128,28/12/2005,loan sharking,P00373245,Ndr0001403,Solved,CLA893442057,Calabria,Crotone,N/A
13129,CR13129,22/10/2019,corruption of public officials,P00267508,Cam0002237,On-going,CPA389715095,Campania,Salerno,N/A
13130,CR13130,10/11/2019,tax-fraud schemes,P00672383,Ndr0004092,On-going,CLA199716321,Calabria,Reggio Calabria,CA243
13131,CR13131,15/03/2013,extortion,P00011930,Ndr0004540,Solved,CLA941047402,Calabria,Cosenza,CA96
13132,CR13132,18/05/2008,murder,P00139385,Sac0001007,On-going,PGA707768956,Puglia,Foggia,CA1303
13133,CR13133,26/11/2001,corruption of public officials,P00332554,Cos0001712,Solved,SCY70645231,Sicily,Catania,N/A
13134,CR13134,23/02/2007,murder,P00394778,Cos0000894,Solved,SCY57976979,Sicily,Ragusa,N/A
13135,CR13135,18/12/2003,gambling,P00129271,Cam0002356,Solved,CPA434169334,Campania,Naples,N/A
13136,CR13136,20/02/2006,gambling,P00789753,Cam0001577,On-going,CPA349492301,Campania,Naples,CA1396
13137,CR13137,17/01/2017,prostitution,P00445607,Cam0000410,On-going,CPA613943083,Campania,Naples,N/A
13138,CR13138,18/07/2010,gambling,P00748107,Sac0000656,On-going,PGA251441958,Puglia,Bari,N/A
13139,CR13139,08/04/2011,corruption of public officials,P00590332,Cam0002439,On-going,CPA698421760,Campania,Naples,N/A
13140,CR13140,09/10/2008,drug trafficking,P00132222,Cam0000746,Solved,CPA824433303,Campania,Caserta,N/A
13141,CR13141,07/11/2003,drug trafficking,P00234882,Ndr0003624,Solved,CLA645832846,Calabria,Lamezia Terme,N/A
13142,CR13142,11/01/2007,infiltration of legitimate businesses,P00548570,Ndr0001295,On-going,CLA793190972,Calabria,Acri,N/A
13143,CR13143,16/08/2002,corruption of public officials,P00243724,Cos0002437,On-going,SCY329341309,Sicily,Trapani,N/A
13144,CR13144,24/10/2013,gambling,P00488651,Cam0005050,Solved,CPA763416082,Campania,Naples,CA1986
13145,CR13145,12/07/2001,gambling,P00202328,Ndr0004031,On-going,CLA647135318,Calabria,Acri,CA433
13146,CR13146,16/03/2007,labor racketeering,P00412040,Cam0005453,On-going,CPA376481614,Campania,Caserta,N/A
13147,CR13147,17/02/2016,prostitution,P00006257,Ndr0000999,On-going,CLA466530158,Calabria,Corigliano-Rossano,CA517
13148,CR13148,29/09/2014,infiltration of legitimate businesses,P00256395,Sac0000110,On-going,PGA583989149,Puglia,Taranto,CA1659
13149,CR13149,10/09/2005,murder,P00212703,Sac0001284,Solved,PGA706427774,Puglia,Andria,N/A
13150,CR13150,27/10/2004,extortion,P00364966,Cam0005009,Solved,CPA50320583,Campania,Naples,N/A
13151,CR13151,08/03/2010,corruption of public officials,P00727206,Cam0003680,Solved,CPA179312700,Campania,Naples,N/A
13152,CR13152,02/03/2002,gambling,P00093141,Ndr0001966,Solved,CLA764525090,Calabria,Catanzaro,N/A
13153,CR13153,17/03/2010,murder,P00376826,Cam0004524,On-going,CPA667845207,Campania,Benevento,CA396
13154,CR13154,07/02/2005,tax-fraud schemes,P00264949,Ndr0003305,On-going,CLA311204993,Calabria,Rende,N/A
13155,CR13155,16/04/2012,tax-fraud schemes,P00049226,Cos0004119,Solved,SCY680478094,Sicily,Gela,N/A
13156,CR13156,31/07/2016,labor racketeering,P00016889,Cam0003480,On-going,CPA803798943,Campania,Benevento,N/A
13157,CR13157,11/05/2006,tax-fraud schemes,P00034734,Sac0000333,On-going,PGA716858198,Puglia,Andria,N/A
13158,CR13158,06/08/2004,prostitution,P00222800,Cam0002124,Solved,CPA754346792,Campania,Benevento,CA629
13159,CR13159,17/03/2005,loan sharking,P00447477,Cam0003243,Solved,CPA738938317,Campania,Avellino,N/A
13160,CR13160,06/08/2009,murder,P00633358,Cos0003388,Solved,SCY16265981,Sicily,Messina,CA624
13161,CR13161,20/09/2011,infiltration of legitimate businesses,P00845381,Ndr0001998,Solved,CLA6856777,Calabria,Castrovillari,N/A
13162,CR13162,26/06/2007,infiltration of legitimate businesses,P00629383,Sac0000266,On-going,PGA781572585,Puglia,Lecce,N/A
13163,CR13163,23/07/2015,corruption of public officials,P00124042,Ndr0003174,On-going,CLA103531192,Calabria,Montalto Uffugo,N/A
13164,CR13164,18/04/2016,gambling,P00270550,Sac0000649,Solved,PGA314177557,Puglia,Andria,N/A
13165,CR13165,07/07/2000,loan sharking,P00978339,Cos0000497,On-going,SCY766162134,Sicily,Caltanissetta,N/A
13166,CR13166,16/09/2021,gambling,P00359239,Cos0001924,Solved,SCY99638391,Sicily,Trapani,CA897
13167,CR13167,17/09/2017,drug trafficking,P00934909,Cos0000744,Solved,SCY518157560,Sicily,Marsala,N/A
13168,CR13168,24/07/2018,prostitution,P00433546,Ndr0003731,Solved,CLA91820017,Calabria,Montalto Uffugo,CA1505
13169,CR13169,08/07/2019,prostitution,P00856799,Cam0002839,Solved,CPA15462353,Campania,Naples,N/A
13170,CR13170,30/07/2017,murder,P00056219,Ndr0004889,Solved,CLA566930228,Calabria,Corigliano-Rossano,N/A
13171,CR13171,13/08/2005,corruption of public officials,P00276445,Cos0002438,On-going,SCY643531200,Sicily,Syracuse,CA559
13172,CR13172,15/11/2001,extortion,P00737055,Cam0001874,On-going,CPA534543349,Campania,Caserta,N/A
13173,CR13173,30/10/2014,drug trafficking,P00305301,Cos0003230,Solved,SCY650517259,Sicily,Vittoria,CA1534
13174,CR13174,25/03/2011,loan sharking,P00627115,Cam0005588,Solved,CPA2000435,Campania,Avellino,CA1784
13175,CR13175,12/06/2014,loan sharking,P00738688,Sac0001039,Solved,PGA382295370,Puglia,Taranto,N/A
13176,CR13176,23/05/2005,murder,P00282582,Cam0000748,Solved,CPA192352430,Campania,Caserta,N/A
13177,CR13177,15/07/2013,gambling,P00418952,Cos0001734,Solved,SCY788885077,Sicily,Gela,N/A
13178,CR13178,10/01/2016,murder,P00673383,Cam0004809,On-going,CPA527678747,Campania,Avellino,N/A
13179,CR13179,29/05/2016,infiltration of legitimate businesses,P00948502,Cos0002552,Solved,SCY637222798,Sicily,Marsala,CA831
13180,CR13180,20/09/2012,murder,P00442652,Cos0004614,On-going,SCY983867188,Sicily,Palermo,N/A
13181,CR13181,31/03/2020,gambling,P00339610,Cam0005266,Solved,CPA485473291,Campania,Benevento,CA852
13182,CR13182,23/12/2020,prostitution,P00817228,Sac0001642,Solved,PGA269475815,Puglia,Andria,CA1232
13183,CR13183,11/07/2000,prostitution,P00684055,Cam0000425,Solved,CPA518053478,Campania,Naples,N/A
13184,CR13184,25/05/2006,murder,P00808433,Sac0001200,On-going,PGA307720998,Puglia,Foggia,CA1254
13185,CR13185,21/01/2013,infiltration of legitimate businesses,P00307924,Ndr0003849,On-going,CLA850412724,Calabria,Vibo Valentia,N/A
13186,CR13186,26/11/2009,gambling,P00293558,Ndr0003110,On-going,CLA265241975,Calabria,Cosenza,N/A
13187,CR13187,08/08/2010,prostitution,P00873734,Sac0001689,Solved,PGA981926186,Puglia,Andria,N/A
13188,CR13188,04/12/2020,infiltration of legitimate businesses,P00677809,Cos0002760,Solved,SCY68951714,Sicily,Vittoria,CA1528
13189,CR13189,17/09/2003,tax-fraud schemes,P00561334,Cam0000408,On-going,CPA883153306,Campania,Avellino,N/A
13190,CR13190,08/11/2017,loan sharking,P00881528,Sac0000755,On-going,PGA767591912,Puglia,Taranto,N/A
13191,CR13191,12/08/2005,prostitution,P00393130,Sac0000701,On-going,PGA394471865,Puglia,Andria,N/A
13192,CR13192,30/07/2002,infiltration of legitimate businesses,P00460800,Sac0000128,On-going,PGA699092712,Puglia,Bari,N/A
13193,CR13193,19/08/2016,labor racketeering,P00139462,Sac0000633,On-going,PGA249748527,Puglia,Foggia,N/A
13194,CR13194,28/02/2003,gambling,P00395809,Cos0003438,On-going,SCY537880365,Sicily,Gela,N/A
13195,CR13195,22/02/2018,gambling,P00992605,Cos0004544,On-going,SCY936385925,Sicily,Palermo,N/A
13196,CR13196,01/04/2015,labor racketeering,P00496087,Cos0000423,Solved,SCY303065754,Sicily,Marsala,CA1107
13197,CR13197,21/10/2017,extortion,P00004974,Ndr0002279,On-going,CLA384632948,Calabria,Rende,N/A
13198,CR13198,03/07/2008,extortion,P00010998,Ndr0003006,Solved,CLA515232558,Calabria,Reggio Calabria,CA1895
13199,CR13199,14/03/2017,labor racketeering,P00190610,Cam0000424,Solved,CPA662467423,Campania,Naples,N/A
13200,CR13200,05/01/2012,gambling,P00795890,Ndr0003887,On-going,CLA303161155,Calabria,Vibo Valentia,N/A
13201,CR13201,20/04/2013,murder,P00026253,Cam0002875,Solved,CPA638558781,Campania,Avellino,N/A
13202,CR13202,06/06/2006,murder,P00813607,Ndr0001658,On-going,CLA207300856,Calabria,Acri,CA695
13203,CR13203,18/07/2011,corruption of public officials,P00852865,Cos0000778,On-going,SCY443686990,Sicily,Marsala,N/A
13204,CR13204,23/05/2007,labor racketeering,P00258865,Cos0004082,On-going,SCY687688128,Sicily,Caltanissetta,N/A
13205,CR13205,26/11/2010,corruption of public officials,P00887473,Cam0004915,On-going,CPA473345724,Campania,Avellino,N/A
13206,CR13206,10/10/2008,corruption of public officials,P00214490,Cos0004446,Solved,SCY462497064,Sicily,Catania,N/A
13207,CR13207,26/11/2003,drug trafficking,P00837560,Ndr0001685,Solved,CLA862531645,Calabria,Acri,N/A
13208,CR13208,07/12/2013,drug trafficking,P00534268,Cos0001054,On-going,SCY109109646,Sicily,Caltanissetta,CA1212
13209,CR13209,12/09/2004,extortion,P00054565,Ndr0002205,On-going,CLA901008998,Calabria,Acri,CA1465
13210,CR13210,11/12/2006,murder,P00880512,Sac0001640,Solved,PGA969154179,Puglia,Taranto,CA1435
13211,CR13211,13/04/2009,prostitution,P00898760,Cos0002279,On-going,SCY815613126,Sicily,Caltanissetta,N/A
13212,CR13212,15/08/2012,murder,P00163719,Cos0000993,On-going,SCY782980131,Sicily,Ragusa,N/A
13213,CR13213,07/06/2003,prostitution,P00320294,Ndr0004950,Solved,CLA236751326,Calabria,Castrovillari,N/A
13214,CR13214,10/03/2021,prostitution,P00339468,Cam0001118,Solved,CPA199427446,Campania,Caserta,N/A
13215,CR13215,26/11/2005,infiltration of legitimate businesses,P00471896,Sac0001359,On-going,PGA994832096,Puglia,Taranto,CA1885
13216,CR13216,14/07/2002,infiltration of legitimate businesses,P00874208,Cos0002828,On-going,SCY202372292,Sicily,Messina,N/A
13217,CR13217,28/08/2019,loan sharking,P00702632,Cam0004647,On-going,CPA169058314,Campania,Benevento,CA698
13218,CR13218,08/09/2012,gambling,P00330474,Cos0002133,Solved,SCY568061963,Sicily,Marsala,CA1007
13219,CR13219,28/10/2011,extortion,P00377511,Cam0000349,Solved,CPA732916153,Campania,Avellino,N/A
13220,CR13220,07/03/2003,infiltration of legitimate businesses,P00044606,Cos0004507,On-going,SCY728729882,Sicily,Ragusa,N/A
13221,CR13221,01/11/2009,tax-fraud schemes,P00075606,Sac0001016,Solved,PGA405464513,Puglia,Taranto,N/A
13222,CR13222,08/12/2021,corruption of public officials,P00865918,Sac0001638,Solved,PGA152013088,Puglia,Foggia,N/A
13223,CR13223,24/02/2012,labor racketeering,P00079714,Sac0000932,On-going,PGA618156680,Puglia,Taranto,CA1586
13224,CR13224,09/11/2014,infiltration of legitimate businesses,P00117721,Cos0001600,Solved,SCY974813377,Sicily,Gela,N/A
13225,CR13225,03/05/2018,gambling,P00340327,Cam0004585,Solved,CPA602998302,Campania,Benevento,N/A
13226,CR13226,16/01/2005,murder,P00286575,Sac0000422,Solved,PGA752925809,Puglia,Taranto,N/A
13227,CR13227,27/09/2014,drug trafficking,P00595004,Cos0003263,Solved,SCY715492256,Sicily,Gela,N/A
13228,CR13228,13/03/2015,labor racketeering,P00422182,Ndr0000583,Solved,CLA287678891,Calabria,Acri,CA1531
13229,CR13229,25/10/2013,gambling,P00604085,Cos0002070,Solved,SCY36460467,Sicily,Caltanissetta,N/A
13230,CR13230,18/08/2001,infiltration of legitimate businesses,P00726523,Ndr0004642,On-going,CLA510061522,Calabria,Crotone,CA5
13231,CR13231,29/07/2005,drug trafficking,P00052189,Cos0002565,On-going,SCY384978713,Sicily,Catania,CA813
13232,CR13232,24/09/2011,infiltration of legitimate businesses,P00896357,Sac0001005,Solved,PGA20728276,Puglia,Taranto,N/A
13233,CR13233,22/06/2007,extortion,P00865570,Sac0000240,Solved,PGA491410325,Puglia,Lecce,N/A
13234,CR13234,11/08/2000,corruption of public officials,P00141347,Cos0004014,On-going,SCY105706458,Sicily,Catania,N/A
13235,CR13235,02/05/2017,prostitution,P00984974,Cos0001101,On-going,SCY327891306,Sicily,Caltanissetta,N/A
13236,CR13236,04/11/2019,infiltration of legitimate businesses,P00376251,Cam0003430,Solved,CPA425574650,Campania,Benevento,N/A
13237,CR13237,12/11/2009,extortion,P00126864,Ndr0002365,Solved,CLA26203351,Calabria,Lamezia Terme,N/A
13238,CR13238,10/11/2001,tax-fraud schemes,P00696880,Cos0004580,Solved,SCY788207611,Sicily,Syracuse,N/A
13239,CR13239,13/12/2002,loan sharking,P00511859,Sac0001539,On-going,PGA788026959,Puglia,Taranto,N/A
13240,CR13240,02/11/2003,tax-fraud schemes,P00689410,Cos0002277,Solved,SCY54010180,Sicily,Caltanissetta,N/A
13241,CR13241,12/11/2001,corruption of public officials,P00456177,Ndr0002737,On-going,CLA19668631,Calabria,Reggio Calabria,CA681
13242,CR13242,14/05/2021,murder,P00528251,Ndr0002081,On-going,CLA897289360,Calabria,Castrovillari,N/A
13243,CR13243,10/01/2013,loan sharking,P00024010,Cam0004730,On-going,CPA855125338,Campania,Naples,N/A
13244,CR13244,13/12/2015,extortion,P00480122,Cam0003379,Solved,CPA114634315,Campania,Salerno,N/A
13245,CR13245,17/07/2001,gambling,P00799900,Sac0001168,On-going,PGA918527279,Puglia,Andria,N/A
13246,CR13246,16/08/2016,murder,P00089985,Cos0001050,On-going,SCY877330541,Sicily,Catania,CA1402
13247,CR13247,07/01/2021,loan sharking,P00070921,Cam0004066,Solved,CPA27043231,Campania,Avellino,N/A
13248,CR13248,24/10/2008,tax-fraud schemes,P00392374,Sac0001051,Solved,PGA474220182,Puglia,Taranto,CA3
13249,CR13249,23/05/2003,murder,P00090102,Cos0001591,On-going,SCY604744907,Sicily,Ragusa,CA1326
13250,CR13250,06/11/2008,loan sharking,P00669849,Cos0004324,On-going,SCY16253184,Sicily,Marsala,N/A
13251,CR13251,15/01/2001,labor racketeering,P00283019,Cam0003975,Solved,CPA128384624,Campania,Caserta,N/A
13252,CR13252,29/01/2009,gambling,P00441041,Cos0001466,On-going,SCY692427874,Sicily,Vittoria,N/A
13253,CR13253,17/11/2014,infiltration of legitimate businesses,P00308622,Ndr0004080,On-going,CLA374680519,Calabria,Montalto Uffugo,CA1616
13254,CR13254,15/11/2017,loan sharking,P00755992,Cam0003095,Solved,CPA439502946,Campania,Avellino,N/A
13255,CR13255,24/05/2010,corruption of public officials,P00463149,Cos0003640,On-going,SCY464150702,Sicily,Gela,CA1462
13256,CR13256,31/12/2006,drug trafficking,P00003761,Ndr0001936,Solved,CLA902146568,Calabria,Vibo Valentia,N/A
13257,CR13257,26/04/2013,gambling,P00926979,Cos0002877,On-going,SCY254307657,Sicily,Trapani,N/A
13258,CR13258,06/12/2018,corruption of public officials,P00821391,Ndr0003893,On-going,CLA949106886,Calabria,Acri,N/A
13259,CR13259,06/10/2018,prostitution,P00403794,Sac0000421,On-going,PGA29490033,Puglia,Bari,N/A
13260,CR13260,07/02/2004,loan sharking,P00161984,Cos0002539,On-going,SCY986696431,Sicily,Messina,N/A
13261,CR13261,12/12/2005,gambling,P00702695,Cam0000825,Solved,CPA896171962,Campania,Salerno,N/A
13262,CR13262,20/11/2007,tax-fraud schemes,P00989459,Cam0002600,Solved,CPA888993843,Campania,Naples,N/A
13263,CR13263,06/03/2010,drug trafficking,P00751217,Cos0001376,Solved,SCY384692143,Sicily,Palermo,CA660
13264,CR13264,20/01/2022,prostitution,P00244363,Cos0004498,On-going,SCY880527673,Sicily,Ragusa,N/A
13265,CR13265,11/12/2017,corruption of public officials,P00535618,Cos0000741,On-going,SCY719458516,Sicily,Catania,N/A
13266,CR13266,01/01/2005,infiltration of legitimate businesses,P00628229,Cam0000786,Solved,CPA320121922,Campania,Caserta,CA1364
13267,CR13267,09/12/2011,labor racketeering,P00243956,Cos0000359,Solved,SCY52608534,Sicily,Trapani,CA1458
13268,CR13268,24/02/2020,prostitution,P00584667,Cos0004612,On-going,SCY951579997,Sicily,Marsala,CA831
13269,CR13269,25/08/2003,loan sharking,P00671013,Ndr0004555,Solved,CLA929672967,Calabria,Rende,CA811
13270,CR13270,18/03/2000,infiltration of legitimate businesses,P00858276,Sac0000947,On-going,PGA751754593,Puglia,Bari,N/A
13271,CR13271,22/09/2020,loan sharking,P00659348,Cos0002223,Solved,SCY930717718,Sicily,Messina,N/A
13272,CR13272,01/03/2004,corruption of public officials,P00788533,Ndr0004286,On-going,CLA558811781,Calabria,Acri,N/A
13273,CR13273,25/05/2007,loan sharking,P00072689,Sac0000415,Solved,PGA973428535,Puglia,Lecce,N/A
13274,CR13274,05/10/2003,loan sharking,P00227274,Sac0001002,On-going,PGA157415122,Puglia,Bari,CA369
13275,CR13275,31/12/2006,extortion,P00719298,Cam0005034,On-going,CPA515828297,Campania,Salerno,N/A
13276,CR13276,20/05/2008,gambling,P00519058,Ndr0003683,On-going,CLA522783359,Calabria,Vibo Valentia,N/A
13277,CR13277,18/08/2020,infiltration of legitimate businesses,P00768594,Cos0000739,On-going,SCY98713973,Sicily,Palermo,N/A
13278,CR13278,27/02/2005,gambling,P00513428,Sac0000837,Solved,PGA18510486,Puglia,Lecce,N/A
13279,CR13279,20/01/2012,prostitution,P00626185,Ndr0004558,On-going,CLA84420266,Calabria,Catanzaro,N/A
13280,CR13280,31/07/2011,corruption of public officials,P00170489,Ndr0003387,Solved,CLA3012061,Calabria,Acri,N/A
13281,CR13281,14/06/2004,murder,P00266735,Cam0001978,Solved,CPA751702684,Campania,Caserta,N/A
13282,CR13282,09/03/2002,murder,P00584614,Cos0002803,On-going,SCY246509609,Sicily,Catania,N/A
13283,CR13283,02/08/2013,infiltration of legitimate businesses,P00544836,Sac0000987,Solved,PGA675065462,Puglia,Bari,N/A
13284,CR13284,07/06/2013,extortion,P00290508,Cos0001235,Solved,SCY395875394,Sicily,Vittoria,CA1167
13285,CR13285,27/02/2021,murder,P00170306,Ndr0000780,On-going,CLA607986298,Calabria,Crotone,CA1772
13286,CR13286,19/12/2008,drug trafficking,P00750749,Cos0002021,Solved,SCY874504188,Sicily,Caltanissetta,N/A
13287,CR13287,10/11/2015,labor racketeering,P00152687,Cam0001889,Solved,CPA340451512,Campania,Salerno,N/A
13288,CR13288,22/08/2017,extortion,P00102875,Cam0003711,Solved,CPA797083148,Campania,Benevento,N/A
13289,CR13289,06/03/2001,gambling,P00812769,Ndr0002693,On-going,CLA812223094,Calabria,Crotone,N/A
13290,CR13290,16/02/2008,prostitution,P00099573,Cam0002673,On-going,CPA618182498,Campania,Avellino,N/A
13291,CR13291,01/09/2001,murder,P00921243,Ndr0001947,Solved,CLA19041956,Calabria,Castrovillari,N/A
13292,CR13292,19/04/2007,infiltration of legitimate businesses,P00495329,Cos0002082,On-going,SCY341384273,Sicily,Ragusa,N/A
13293,CR13293,18/07/2012,labor racketeering,P00598930,Cam0003835,Solved,CPA27651653,Campania,Avellino,N/A
13294,CR13294,19/09/2020,infiltration of legitimate businesses,P00323983,Cam0002670,On-going,CPA452911665,Campania,Benevento,N/A
13295,CR13295,19/02/2021,infiltration of legitimate businesses,P00145931,Ndr0003259,On-going,CLA800179788,Calabria,Castrovillari,N/A
13296,CR13296,04/03/2009,labor racketeering,P00311842,Cam0002952,Solved,CPA799566542,Campania,Avellino,N/A
13297,CR13297,21/07/2012,labor racketeering,P00338429,Cam0002908,On-going,CPA436967950,Campania,Salerno,N/A
