,Crime ID,Date,Crime Type,Suspect ID,Status,Lead Officer ID,Region,City,Case ID
12045,12045,2021-05-06,infiltration of legitimate businesses,Cos0002843,On-going,SCY232254151,Sicily,Vittoria,N/A
12046,12046,2020-06-15,gambling,Sac0000232,On-going,PGA895393249,Puglia,Lecce,N/A
12047,12047,2018-05-19,tax-fraud schemes,Cam0000224,Solved,CPA228723527,Campania,Caserta,N/A
12048,12048,2019-10-09,loan sharking,Cos0003214,Solved,SCY306459614,Sicily,Trapani,N/A
12049,12049,2007-03-16,gambling,Cos0000720,On-going,SCY946196028,Sicily,Gela,1
12050,12050,2007-05-27,labor racketeering,Cos0001675,On-going,SCY889125902,Sicily,Marsala,N/A
12051,12051,2021-11-29,corruption of public officials,Cos0003261,Solved,SCY827300669,Sicily,Gela,N/A
12052,12052,2011-09-01,drug trafficking,Cos0004361,Solved,SCY713940444,Sicily,Ragusa,N/A
12053,12053,2000-09-29,loan sharking,Cam0005294,Solved,CPA460737661,Campania,Avellino,N/A
12054,12054,2012-05-04,corruption of public officials,Cam0000752,Solved,CPA995854399,Campania,Caserta,N/A
12055,12055,2001-06-01,corruption of public officials,Sac0001042,Solved,PGA348711834,Puglia,Andria,N/A
12056,12056,2012-02-28,infiltration of legitimate businesses,Ndr0002690,Solved,CLA216232932,Calabria,Montalto Uffugo,N/A
12057,12057,2016-02-06,drug trafficking,Cam0001784,Solved,CPA74203924,Campania,Naples,N/A
12058,12058,2021-06-25,murder,Cam0004212,On-going,CPA656008862,Campania,Naples,N/A
12059,12059,2018-10-28,prostitution,Ndr0003024,On-going,CLA863209172,Calabria,Rende,N/A
12060,12060,2014-10-04,drug trafficking,Cos0003125,Solved,SCY688131542,Sicily,Marsala,11
12061,12061,2006-11-15,gambling,Sac0001007,Solved,PGA229168147,Puglia,Foggia,N/A
12062,12062,2014-09-26,tax-fraud schemes,Cos0001164,On-going,SCY973917514,Sicily,Caltanissetta,N/A
12063,12063,2000-05-13,murder,Sac0001679,Solved,PGA452708915,Puglia,Taranto,N/A
12064,12064,2016-07-11,extortion,Cos0001324,Solved,SCY897224255,Sicily,Messina,N/A
12065,12065,2008-02-16,prostitution,Sac0000119,On-going,PGA86142694,Puglia,Bari,0
12066,12066,2021-08-26,prostitution,Cos0002664,Solved,SCY449109992,Sicily,Palermo,N/A
12067,12067,2021-03-05,prostitution,Cos0001260,Solved,SCY257787210,Sicily,Syracuse,N/A
12068,12068,2014-12-06,gambling,Sac0001713,Solved,PGA16367115,Puglia,Andria,N/A
12069,12069,2004-09-08,drug trafficking,Cam0004724,Solved,CPA996509121,Campania,Caserta,N/A
12070,12070,2013-08-28,corruption of public officials,Ndr0002737,On-going,CLA563136744,Calabria,Reggio Calabria,N/A
12071,12071,2001-02-13,murder,Cam0005660,On-going,CPA590079529,Campania,Salerno,N/A
12072,12072,2002-03-19,drug trafficking,Sac0001129,Solved,PGA190395695,Puglia,Foggia,N/A
12073,12073,2001-03-14,drug trafficking,Sac0001319,Solved,PGA301252523,Puglia,Lecce,N/A
12074,12074,2001-11-22,labor racketeering,Ndr0004390,Solved,CLA782506846,Calabria,Corigliano-Rossano,N/A
12075,12075,2002-03-18,drug trafficking,Cam0005017,Solved,CPA53216752,Campania,Naples,N/A
12076,12076,2010-05-15,tax-fraud schemes,Cam0003937,Solved,CPA528709115,Campania,Caserta,N/A
12077,12077,2014-11-23,extortion,Ndr0000463,On-going,CLA160275905,Calabria,Castrovillari,N/A
12078,12078,2021-11-14,tax-fraud schemes,Cos0003091,Solved,SCY503172004,Sicily,Palermo,N/A
12079,12079,2002-07-06,prostitution,Cos0004358,Solved,SCY161615456,Sicily,Gela,N/A
12080,12080,2016-07-12,loan sharking,Sac0000751,Solved,PGA686084904,Puglia,Andria,N/A
12081,12081,2012-07-29,labor racketeering,Cos0002632,Solved,SCY162557651,Sicily,Syracuse,N/A
12082,12082,2020-03-14,prostitution,Cam0000434,On-going,CPA844435428,Campania,Salerno,N/A
12083,12083,2015-07-27,extortion,Sac0000421,Solved,PGA742770575,Puglia,Bari,N/A
12084,12084,2020-11-22,tax-fraud schemes,Cam0004979,On-going,CPA693656410,Campania,Naples,N/A
12085,12085,2000-06-15,infiltration of legitimate businesses,Ndr0001831,On-going,CLA711148165,Calabria,Catanzaro,N/A
12086,12086,2000-08-12,gambling,Ndr0000306,On-going,CLA72092995,Calabria,Lamezia Terme,N/A
12087,12087,2021-02-07,loan sharking,Cos0003840,On-going,SCY201816590,Sicily,Ragusa,N/A
12088,12088,2000-05-07,murder,Ndr0004407,On-going,CLA918064210,Calabria,Vibo Valentia,N/A
12089,12089,2002-10-20,drug trafficking,Cos0002158,On-going,SCY713786407,Sicily,Messina,N/A
12090,12090,2012-08-13,extortion,Ndr0002520,On-going,CLA676224739,Calabria,Montalto Uffugo,N/A
12091,12091,2006-11-02,gambling,Ndr0004287,On-going,CLA627099525,Calabria,Cosenza,N/A
12092,12092,2016-06-17,drug trafficking,Ndr0002463,On-going,CLA152795545,Calabria,Vibo Valentia,N/A
12093,12093,2016-05-02,drug trafficking,Ndr0004525,Solved,CLA874044116,Calabria,Vibo Valentia,N/A
12094,12094,2020-05-12,tax-fraud schemes,Cos0004469,On-going,SCY126066345,Sicily,Vittoria,N/A
12095,12095,2007-03-18,murder,Sac0000914,On-going,PGA361154878,Puglia,Foggia,N/A
12096,12096,2017-08-09,loan sharking,Cam0003296,Solved,CPA939325939,Campania,Salerno,N/A
12097,12097,2009-08-30,murder,Cam0003303,Solved,CPA478405356,Campania,Naples,N/A
12098,12098,2011-01-01,corruption of public officials,Cam0001995,Solved,CPA167552178,Campania,Caserta,N/A
12099,12099,2018-09-16,prostitution,Ndr0003019,Solved,CLA252506602,Calabria,Vibo Valentia,N/A
12100,12100,2016-11-01,loan sharking,Cos0002443,Solved,SCY600411564,Sicily,Caltanissetta,N/A
12101,12101,2016-04-10,loan sharking,Ndr0003319,Solved,CLA81400148,Calabria,Rende,N/A
12102,12102,2019-03-18,prostitution,Ndr0004842,Solved,CLA719731642,Calabria,Catanzaro,N/A
12103,12103,2003-02-19,drug trafficking,Sac0001547,Solved,PGA215711794,Puglia,Taranto,N/A
12104,12104,2011-01-26,tax-fraud schemes,Sac0000956,Solved,PGA0129392,Puglia,Bari,N/A
12105,12105,2000-09-23,gambling,Cam0002031,Solved,CPA214447620,Campania,Benevento,N/A
12106,12106,2020-12-25,corruption of public officials,Cam0005249,Solved,CPA993291345,Campania,Avellino,N/A
12107,12107,2018-02-01,murder,Sac0000566,Solved,PGA895121176,Puglia,Bari,36
12108,12108,2012-07-18,tax-fraud schemes,Ndr0004819,On-going,CLA465147273,Calabria,Montalto Uffugo,N/A
12109,12109,2009-04-08,corruption of public officials,Cam0001892,On-going,CPA840163523,Campania,Naples,N/A
12110,12110,2006-10-12,murder,Cos0002844,On-going,SCY965854349,Sicily,Gela,N/A
12111,12111,2014-04-25,drug trafficking,Ndr0002832,On-going,CLA829767348,Calabria,Castrovillari,N/A
12112,12112,2015-12-28,labor racketeering,Sac0001477,On-going,PGA13865269,Puglia,Lecce,N/A
12113,12113,2003-08-01,extortion,Sac0000723,Solved,PGA14267441,Puglia,Andria,N/A
12114,12114,2016-01-20,corruption of public officials,Cos0003167,Solved,SCY906994261,Sicily,Syracuse,N/A
12115,12115,2011-09-10,prostitution,Cam0005532,On-going,CPA832582066,Campania,Caserta,N/A
12116,12116,2018-09-20,loan sharking,Cam0004070,On-going,CPA389616161,Campania,Avellino,N/A
12117,12117,2018-11-23,loan sharking,Cam0003143,On-going,CPA306216412,Campania,Avellino,N/A
12118,12118,2005-05-12,murder,Cos0002603,On-going,SCY310641339,Sicily,Syracuse,N/A
12119,12119,2021-09-20,murder,Sac0000422,Solved,PGA471064166,Puglia,Taranto,N/A
12120,12120,2011-09-26,tax-fraud schemes,Sac0000726,Solved,PGA172762947,Puglia,Bari,N/A
12121,12121,2007-02-08,drug trafficking,Cos0001682,Solved,SCY946175865,Sicily,Messina,N/A
12122,12122,2019-06-26,gambling,Cos0004655,Solved,SCY579167348,Sicily,Catania,N/A
12123,12123,2010-11-20,tax-fraud schemes,Ndr0002358,Solved,CLA98981558,Calabria,Cosenza,N/A
12124,12124,2011-05-20,labor racketeering,Cam0003081,Solved,CPA930915785,Campania,Salerno,N/A
12125,12125,2019-08-06,extortion,Cos0002127,On-going,SCY422394016,Sicily,Messina,N/A
12126,12126,2013-10-14,murder,Cos0002889,On-going,SCY213847737,Sicily,Gela,N/A
12127,12127,2002-11-10,gambling,Sac0000684,Solved,PGA770103263,Puglia,Andria,N/A
12128,12128,2021-03-28,murder,Sac0001510,On-going,PGA937183454,Puglia,Lecce,N/A
12129,12129,2019-07-17,prostitution,Cos0002572,On-going,SCY852960740,Sicily,Ragusa,N/A
12130,12130,2010-08-08,infiltration of legitimate businesses,Ndr0002422,On-going,CLA443871689,Calabria,Montalto Uffugo,N/A
12131,12131,2015-08-04,gambling,Cam0003467,On-going,CPA653455871,Campania,Avellino,N/A
12132,12132,2004-08-12,loan sharking,Sac0001542,On-going,PGA292934096,Puglia,Lecce,N/A
12133,12133,2020-02-19,corruption of public officials,Cam0000489,On-going,CPA529212162,Campania,Salerno,N/A
12134,12134,2004-07-31,infiltration of legitimate businesses,Ndr0003498,On-going,CLA150848547,Calabria,Reggio Calabria,N/A
12135,12135,2000-07-02,tax-fraud schemes,Cam0001716,Solved,CPA93846057,Campania,Salerno,N/A
12136,12136,2021-01-24,loan sharking,Ndr0002526,Solved,CLA928805480,Calabria,Montalto Uffugo,N/A
12137,12137,2009-11-06,corruption of public officials,Cos0004261,Solved,SCY849058981,Sicily,Caltanissetta,N/A
12138,12138,2007-04-07,prostitution,Cam0003892,On-going,CPA694864835,Campania,Naples,N/A
12139,12139,2019-05-02,drug trafficking,Ndr0003286,Solved,CLA685347925,Calabria,Rende,N/A
12140,12140,2005-03-20,loan sharking,Ndr0002913,On-going,CLA85144595,Calabria,Castrovillari,N/A
12141,12141,2007-07-21,murder,Cos0004248,On-going,SCY670487806,Sicily,Trapani,N/A
12142,12142,2011-07-05,labor racketeering,Ndr0003714,Solved,CLA333889404,Calabria,Cosenza,N/A
12143,12143,2020-11-08,labor racketeering,Ndr0000885,Solved,CLA127236996,Calabria,Catanzaro,N/A
12144,12144,2003-08-26,loan sharking,Cam0005101,On-going,CPA717474711,Campania,Avellino,N/A
12145,12145,2017-11-22,gambling,Cos0001904,On-going,SCY695692665,Sicily,Trapani,N/A
12146,12146,2020-03-11,murder,Ndr0002666,Solved,CLA917613201,Calabria,Rende,N/A
12147,12147,2014-07-11,prostitution,Cam0005646,On-going,CPA308062511,Campania,Caserta,N/A
12148,12148,2016-05-01,gambling,Cos0001870,Solved,SCY659218513,Sicily,Catania,N/A
12149,12149,2014-07-04,drug trafficking,Cos0002670,On-going,SCY768500152,Sicily,Caltanissetta,N/A
12150,12150,2008-03-30,infiltration of legitimate businesses,Ndr0002391,On-going,CLA353961597,Calabria,Vibo Valentia,11
12151,12151,2004-07-16,prostitution,Sac0001448,Solved,PGA781956737,Puglia,Foggia,N/A
12152,12152,2018-02-21,loan sharking,Ndr0004903,On-going,CLA595212495,Calabria,Lamezia Terme,N/A
12153,12153,2010-02-11,murder,Cos0000385,Solved,SCY354719166,Sicily,Trapani,N/A
12154,12154,2003-01-07,infiltration of legitimate businesses,Cos0000504,Solved,SCY749419089,Sicily,Ragusa,N/A
12155,12155,2020-09-10,infiltration of legitimate businesses,Cam0000541,On-going,CPA911934370,Campania,Avellino,N/A
12156,12156,2002-10-19,murder,Sac0000891,On-going,PGA158547349,Puglia,Foggia,N/A
12157,12157,2009-07-21,corruption of public officials,Cos0004718,On-going,SCY140695130,Sicily,Trapani,N/A
12158,12158,2017-07-12,gambling,Cos0004481,Solved,SCY688241577,Sicily,Trapani,N/A
12159,12159,2016-08-24,murder,Cam0004833,Solved,CPA323849895,Campania,Naples,N/A
12160,12160,2018-03-11,murder,Ndr0002865,Solved,CLA833158952,Calabria,Rende,N/A
12161,12161,2004-07-17,extortion,Cos0000870,On-going,SCY822574116,Sicily,Syracuse,N/A
12162,12162,2007-04-21,tax-fraud schemes,Cam0003572,Solved,CPA363404404,Campania,Benevento,N/A
12163,12163,2002-08-03,infiltration of legitimate businesses,Cam0002994,On-going,CPA325295904,Campania,Naples,N/A
12164,12164,2017-01-21,extortion,Cos0003157,Solved,SCY44484618,Sicily,Palermo,N/A
12165,12165,2017-02-28,infiltration of legitimate businesses,Cam0004068,On-going,CPA882211793,Campania,Naples,N/A
12166,12166,2007-05-28,infiltration of legitimate businesses,Sac0000780,Solved,PGA745588582,Puglia,Taranto,N/A
12167,12167,2016-02-28,tax-fraud schemes,Sac0001731,On-going,PGA761902372,Puglia,Lecce,N/A
12168,12168,2013-12-12,drug trafficking,Sac0001218,Solved,PGA212259189,Puglia,Foggia,N/A
12169,12169,2003-05-18,prostitution,Cos0003731,On-going,SCY169868405,Sicily,Palermo,N/A
12170,12170,2014-11-16,gambling,Ndr0002740,On-going,CLA279903350,Calabria,Acri,N/A
12171,12171,2017-04-23,prostitution,Cam0002240,On-going,CPA475930365,Campania,Naples,N/A
12172,12172,2022-02-17,infiltration of legitimate businesses,Cam0005580,On-going,CPA595272640,Campania,Naples,N/A
12173,12173,2007-08-13,drug trafficking,Sac0001320,Solved,PGA230300933,Puglia,Lecce,N/A
12174,12174,2004-01-25,tax-fraud schemes,Ndr0004477,Solved,CLA996520144,Calabria,Corigliano-Rossano,N/A
12175,12175,2019-11-18,drug trafficking,Ndr0002861,On-going,CLA44758807,Calabria,Acri,N/A
12176,12176,2001-02-06,loan sharking,Cam0004117,On-going,CPA344747236,Campania,Salerno,N/A
12177,12177,2018-07-12,gambling,Ndr0001835,Solved,CLA774118727,Calabria,Cosenza,N/A
12178,12178,2016-09-17,extortion,Ndr0003768,Solved,CLA898556373,Calabria,Catanzaro,N/A
12179,12179,2013-01-14,prostitution,Ndr0004719,On-going,CLA213428572,Calabria,Lamezia Terme,N/A
12180,12180,2002-07-27,murder,Cos0004155,On-going,SCY767667509,Sicily,Gela,N/A
12181,12181,2018-04-03,murder,Ndr0004127,Solved,CLA570480481,Calabria,Reggio Calabria,N/A
12182,12182,2020-07-05,loan sharking,Cos0003199,On-going,SCY979408886,Sicily,Vittoria,N/A
12183,12183,2020-12-24,infiltration of legitimate businesses,Cos0002697,Solved,SCY143944184,Sicily,Ragusa,N/A
12184,12184,2020-01-21,gambling,Sac0001456,Solved,PGA686121387,Puglia,Taranto,N/A
12185,12185,2018-12-14,gambling,Cam0001065,Solved,CPA88109523,Campania,Naples,N/A
12186,12186,2021-09-30,prostitution,Ndr0001669,Solved,CLA865184320,Calabria,Cosenza,N/A
12187,12187,2010-10-11,gambling,Sac0001091,On-going,PGA261286892,Puglia,Lecce,N/A
12188,12188,2020-03-14,gambling,Sac0001477,Solved,PGA29105118,Puglia,Lecce,N/A
12189,12189,2013-12-20,corruption of public officials,Cam0004452,Solved,CPA734466656,Campania,Avellino,N/A
12190,12190,2007-05-31,murder,Sac0001212,On-going,PGA817496006,Puglia,Foggia,N/A
12191,12191,2019-12-30,tax-fraud schemes,Cos0001634,Solved,SCY184611746,Sicily,Caltanissetta,14
12192,12192,2021-02-28,infiltration of legitimate businesses,Cam0002967,Solved,CPA901609574,Campania,Naples,N/A
12193,12193,2018-10-01,gambling,Cos0003960,On-going,SCY726025604,Sicily,Gela,N/A
12194,12194,2013-07-12,corruption of public officials,Cos0001827,Solved,SCY883919556,Sicily,Marsala,N/A
12195,12195,2018-06-22,loan sharking,Sac0001668,On-going,PGA560668072,Puglia,Lecce,N/A
12196,12196,2007-08-02,loan sharking,Cos0003300,Solved,SCY630928454,Sicily,Palermo,N/A
12197,12197,2009-07-28,gambling,Cam0003148,On-going,CPA376221888,Campania,Naples,N/A
12198,12198,2007-05-06,murder,Sac0000588,Solved,PGA909521876,Puglia,Andria,N/A
12199,12199,2018-09-16,tax-fraud schemes,Cam0003007,On-going,CPA149224687,Campania,Benevento,N/A
12200,12200,2020-07-21,murder,Cos0000236,On-going,SCY618540950,Sicily,Messina,N/A
12201,12201,2008-11-03,drug trafficking,Cam0004839,Solved,CPA853363313,Campania,Benevento,N/A
12202,12202,2006-04-23,extortion,Ndr0002970,Solved,CLA816888451,Calabria,Vibo Valentia,N/A
12203,12203,2012-07-05,prostitution,Cos0004331,Solved,SCY176332606,Sicily,Palermo,N/A
12204,12204,2017-07-05,tax-fraud schemes,Sac0001740,Solved,PGA295433402,Puglia,Bari,N/A
12205,12205,2003-04-15,gambling,Sac0001349,Solved,PGA174390408,Puglia,Andria,N/A
12206,12206,2013-10-13,labor racketeering,Cos0004356,Solved,SCY760617600,Sicily,Trapani,N/A
12207,12207,2011-06-01,infiltration of legitimate businesses,Cos0000295,On-going,SCY456965338,Sicily,Ragusa,N/A
12208,12208,2011-06-15,drug trafficking,Sac0000123,Solved,PGA200147204,Puglia,Lecce,N/A
12209,12209,2009-07-08,infiltration of legitimate businesses,Cos0004576,Solved,SCY305633423,Sicily,Marsala,N/A
12210,12210,2006-12-15,labor racketeering,Cos0003529,On-going,SCY583522311,Sicily,Messina,N/A
12211,12211,2018-05-05,tax-fraud schemes,Sac0001574,On-going,PGA55042942,Puglia,Bari,N/A
12212,12212,2001-03-22,corruption of public officials,Sac0000239,On-going,PGA678983286,Puglia,Andria,41
12213,12213,2020-11-27,prostitution,Sac0000345,Solved,PGA360763968,Puglia,Andria,N/A
12214,12214,2009-10-18,drug trafficking,Sac0001219,On-going,PGA729775385,Puglia,Taranto,N/A
12215,12215,2007-01-14,loan sharking,Sac0001090,On-going,PGA965489322,Puglia,Foggia,N/A
12216,12216,2020-05-22,loan sharking,Sac0001468,On-going,PGA572632835,Puglia,Taranto,N/A
12217,12217,2003-08-02,extortion,Cos0001790,Solved,SCY586346087,Sicily,Gela,N/A
12218,12218,2005-08-07,labor racketeering,Cam0003325,On-going,CPA603134665,Campania,Avellino,N/A
12219,12219,2001-02-26,corruption of public officials,Cam0002101,Solved,CPA157065559,Campania,Naples,N/A
12220,12220,2005-12-13,drug trafficking,Sac0001078,On-going,PGA618420329,Puglia,Lecce,N/A
12221,12221,2013-12-01,corruption of public officials,Cos0002430,Solved,SCY676102249,Sicily,Caltanissetta,N/A
12222,12222,2021-02-17,labor racketeering,Sac0000775,Solved,PGA426248847,Puglia,Lecce,N/A
12223,12223,2005-02-01,corruption of public officials,Cos0003419,Solved,SCY784339875,Sicily,Gela,N/A
12224,12224,2006-03-16,extortion,Cam0001889,Solved,CPA602309287,Campania,Salerno,N/A
12225,12225,2016-03-10,infiltration of legitimate businesses,Ndr0003401,Solved,CLA366583067,Calabria,Vibo Valentia,N/A
12226,12226,2004-12-09,loan sharking,Cos0004606,On-going,SCY785605881,Sicily,Vittoria,36
12227,12227,2001-10-30,murder,Sac0001274,On-going,PGA357322919,Puglia,Taranto,N/A
12228,12228,2012-01-14,corruption of public officials,Ndr0000636,On-going,CLA611873774,Calabria,Corigliano-Rossano,N/A
12229,12229,2015-02-05,gambling,Sac0000833,Solved,PGA92157841,Puglia,Foggia,N/A
12230,12230,2002-09-04,gambling,Sac0001231,Solved,PGA726029645,Puglia,Bari,N/A
12231,12231,2015-10-07,corruption of public officials,Sac0001544,Solved,PGA159818780,Puglia,Foggia,N/A
12232,12232,2017-04-04,extortion,Cam0004156,Solved,CPA493147204,Campania,Avellino,N/A
12233,12233,2009-10-01,prostitution,Cos0001931,On-going,SCY903241555,Sicily,Syracuse,N/A
12234,12234,2007-04-18,corruption of public officials,Sac0000610,On-going,PGA893522188,Puglia,Foggia,N/A
12235,12235,2019-10-31,labor racketeering,Ndr0004506,Solved,CLA402800421,Calabria,Montalto Uffugo,N/A
12236,12236,2004-12-02,infiltration of legitimate businesses,Cam0001606,On-going,CPA900282397,Campania,Benevento,N/A
12237,12237,2015-07-03,tax-fraud schemes,Sac0001445,Solved,PGA15687685,Puglia,Lecce,N/A
12238,12238,2011-12-21,tax-fraud schemes,Cos0000348,Solved,SCY395809956,Sicily,Gela,N/A
12239,12239,2012-12-11,extortion,Cos0000325,Solved,SCY884289877,Sicily,Caltanissetta,N/A
12240,12240,2020-10-30,murder,Sac0000626,Solved,PGA782525731,Puglia,Andria,N/A
12241,12241,2015-03-11,extortion,Cam0001041,On-going,CPA617433936,Campania,Avellino,N/A
12242,12242,2015-01-19,drug trafficking,Ndr0003105,On-going,CLA318430744,Calabria,Rende,N/A
12243,12243,2005-04-20,extortion,Ndr0003532,Solved,CLA552669198,Calabria,Crotone,N/A
12244,12244,2012-08-01,corruption of public officials,Cam0001035,On-going,CPA424957181,Campania,Naples,N/A
12245,12245,2015-06-01,tax-fraud schemes,Sac0000578,On-going,PGA568120006,Puglia,Lecce,N/A
12246,12246,2013-01-13,murder,Cam0001580,Solved,CPA808973562,Campania,Benevento,N/A
12247,12247,2002-01-26,tax-fraud schemes,Sac0000667,Solved,PGA706583583,Puglia,Foggia,N/A
12248,12248,2005-05-11,infiltration of legitimate businesses,Cam0000234,On-going,CPA212506539,Campania,Benevento,N/A
12249,12249,2021-05-20,loan sharking,Cam0003493,On-going,CPA816170248,Campania,Caserta,N/A
12250,12250,2016-01-06,murder,Cam0000870,On-going,CPA16728908,Campania,Naples,N/A
12251,12251,2010-05-01,murder,Cos0002845,On-going,SCY783253275,Sicily,Palermo,N/A
12252,12252,2014-03-28,prostitution,Sac0001395,On-going,PGA230398464,Puglia,Bari,N/A
12253,12253,2006-05-22,tax-fraud schemes,Ndr0002570,Solved,CLA671579224,Calabria,Reggio Calabria,N/A
12254,12254,2002-05-04,tax-fraud schemes,Cam0005692,Solved,CPA905637639,Campania,Caserta,N/A
12255,12255,2022-03-21,extortion,Cam0000989,Solved,CPA440957845,Campania,Naples,N/A
12256,12256,2009-02-22,tax-fraud schemes,Cam0003866,Solved,CPA289892116,Campania,Salerno,N/A
12257,12257,2015-10-15,drug trafficking,Ndr0002343,On-going,CLA413421475,Calabria,Castrovillari,N/A
12258,12258,2013-11-05,loan sharking,Ndr0002842,Solved,CLA720681924,Calabria,Lamezia Terme,N/A
12259,12259,2002-09-19,infiltration of legitimate businesses,Cam0004039,Solved,CPA893997110,Campania,Salerno,N/A
12260,12260,2009-02-23,gambling,Sac0000467,Solved,PGA208047661,Puglia,Taranto,N/A
12261,12261,2003-12-08,corruption of public officials,Cam0001852,Solved,CPA436056622,Campania,Benevento,N/A
12262,12262,2008-08-15,tax-fraud schemes,Ndr0004472,On-going,CLA444692428,Calabria,Rende,N/A
12263,12263,2005-05-01,corruption of public officials,Sac0001587,Solved,PGA547387320,Puglia,Taranto,33
12264,12264,2012-06-24,infiltration of legitimate businesses,Cam0000545,On-going,CPA324718492,Campania,Caserta,N/A
12265,12265,2019-07-01,corruption of public officials,Cam0002463,On-going,CPA952081823,Campania,Naples,N/A
12266,12266,2018-05-17,prostitution,Sac0000389,On-going,PGA456543159,Puglia,Lecce,N/A
12267,12267,2000-01-09,tax-fraud schemes,Sac0000439,Solved,PGA775925146,Puglia,Taranto,N/A
12268,12268,2017-03-12,infiltration of legitimate businesses,Cam0002813,Solved,CPA804862383,Campania,Avellino,N/A
12269,12269,2009-09-09,loan sharking,Sac0001269,Solved,PGA963370841,Puglia,Foggia,N/A
12270,12270,2009-12-27,infiltration of legitimate businesses,Sac0000618,On-going,PGA231268585,Puglia,Taranto,N/A
12271,12271,2020-10-27,gambling,Cos0004265,Solved,SCY603551900,Sicily,Syracuse,N/A
12272,12272,2003-11-07,drug trafficking,Ndr0001659,Solved,CLA356224270,Calabria,Corigliano-Rossano,N/A
12273,12273,2014-10-08,corruption of public officials,Sac0000845,On-going,PGA23606121,Puglia,Andria,38
12274,12274,2014-05-20,drug trafficking,Cos0004609,On-going,SCY621820929,Sicily,Messina,N/A
12275,12275,2014-08-29,labor racketeering,Cam0002525,On-going,CPA248496758,Campania,Naples,N/A
12276,12276,2001-01-15,loan sharking,Sac0001193,On-going,PGA417739781,Puglia,Bari,N/A
12277,12277,2010-11-27,extortion,Sac0001181,Solved,PGA668408594,Puglia,Foggia,N/A
12278,12278,2012-09-13,gambling,Sac0000574,Solved,PGA798839627,Puglia,Foggia,N/A
12279,12279,2019-12-14,loan sharking,Cam0002239,Solved,CPA114833818,Campania,Naples,N/A
12280,12280,2000-12-04,labor racketeering,Ndr0001536,On-going,CLA946547575,Calabria,Catanzaro,N/A
12281,12281,2017-02-13,gambling,Cam0005349,On-going,CPA38150484,Campania,Salerno,N/A
12282,12282,2021-04-24,prostitution,Sac0001562,On-going,PGA366140077,Puglia,Lecce,N/A
12283,12283,2007-03-21,prostitution,Cam0000312,On-going,CPA933045166,Campania,Caserta,N/A
12284,12284,2003-04-08,prostitution,Cam0004673,On-going,CPA814995044,Campania,Benevento,N/A
12285,12285,2003-09-06,corruption of public officials,Ndr0001714,Solved,CLA137482481,Calabria,Cosenza,N/A
12286,12286,2002-01-14,murder,Cam0003554,Solved,CPA531479004,Campania,Avellino,N/A
12287,12287,2013-01-30,corruption of public officials,Cos0002400,Solved,SCY413580160,Sicily,Trapani,N/A
12288,12288,2001-10-28,tax-fraud schemes,Cam0002236,On-going,CPA403743331,Campania,Salerno,N/A
12289,12289,2008-03-29,corruption of public officials,Cos0001246,Solved,SCY344118207,Sicily,Gela,N/A
12290,12290,2001-05-26,tax-fraud schemes,Ndr0003278,On-going,CLA875129627,Calabria,Cosenza,N/A
12291,12291,2020-09-22,loan sharking,Sac0000995,On-going,PGA4232679,Puglia,Bari,N/A
12292,12292,2002-11-13,labor racketeering,Cos0002253,On-going,SCY711600920,Sicily,Gela,N/A
12293,12293,2000-03-16,loan sharking,Cos0003012,On-going,SCY293701304,Sicily,Trapani,N/A
12294,12294,2012-09-28,gambling,Cam0003730,On-going,CPA775568594,Campania,Benevento,N/A
12295,12295,2008-03-05,murder,Ndr0003099,Solved,CLA120272623,Calabria,Castrovillari,N/A
12296,12296,2002-08-15,tax-fraud schemes,Cam0005261,On-going,CPA932780475,Campania,Caserta,N/A
12297,12297,2004-02-25,prostitution,Cam0003386,On-going,CPA383534932,Campania,Benevento,N/A
12298,12298,2002-11-06,tax-fraud schemes,Ndr0001739,Solved,CLA93337325,Calabria,Lamezia Terme,N/A
12299,12299,2019-06-04,drug trafficking,Sac0000903,On-going,PGA161405181,Puglia,Bari,N/A
12300,12300,2020-07-25,drug trafficking,Sac0001483,Solved,PGA240048244,Puglia,Bari,N/A
12301,12301,2016-07-23,labor racketeering,Sac0000404,On-going,PGA638915609,Puglia,Taranto,N/A
12302,12302,2003-11-17,loan sharking,Cam0004613,On-going,CPA838958333,Campania,Caserta,N/A
12303,12303,2005-03-05,drug trafficking,Cos0000332,Solved,SCY192957566,Sicily,Gela,N/A
12304,12304,2007-02-04,prostitution,Sac0000278,On-going,PGA575835336,Puglia,Lecce,N/A
12305,12305,2004-11-18,loan sharking,Sac0000358,On-going,PGA383229628,Puglia,Bari,N/A
12306,12306,2021-05-05,prostitution,Cam0003176,On-going,CPA504957180,Campania,Avellino,N/A
12307,12307,2008-04-23,corruption of public officials,Cos0003012,Solved,SCY563716506,Sicily,Trapani,N/A
12308,12308,2005-06-11,gambling,Ndr0004907,Solved,CLA277680176,Calabria,Cosenza,N/A
12309,12309,2005-02-11,tax-fraud schemes,Sac0001197,On-going,PGA215281151,Puglia,Taranto,N/A
12310,12310,2004-06-09,gambling,Cam0004426,On-going,CPA927768616,Campania,Naples,N/A
12311,12311,2006-05-11,drug trafficking,Cam0003025,On-going,CPA355524414,Campania,Benevento,N/A
12312,12312,2007-12-09,infiltration of legitimate businesses,Cos0001809,On-going,SCY665623780,Sicily,Trapani,N/A
